ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
99,376,1,2023-09-19,1,1,24,110,1,315,1,0
100,378,1,2023-11-28,1,1,73,328,1,317,1,0
101,387,1,2025-03-13,1,6,184,841,6,321,1,0
102,387,1,2025-03-22,1,6,184,841,6,322,1,0
103,387,1,2024-09-22,1,6,184,841,6,323,1,0
104,398,1,2026-07-13,1,6,188,855,6,331,1,0
105,399,1,2025-10-23,1,4,158,723,4,332,1,0
106,400,1,2025-08-19,1,1,83,371,1,333,1,0
107,400,1,2025-04-11,1,1,83,371,1,334,1,0
108,401,1,2024-03-26,1,7,195,887,7,335,1,0
109,404,1,2026-03-17,1,1,43,201,1,336,1,0
110,408,1,2023-09-05,1,23,272,1230,23,342,1,0
111,409,1,2026-07-13,1,12,229,1041,12,343,1,0
112,409,1,2026-07-13,1,12,229,1041,12,344,1,0
113,409,1,2026-07-07,1,12,229,1041,12,345,1,0
114,414,1,2024-01-12,1,29,292,1317,29,350,1,0
115,415,1,2024-03-11,1,14,240,1090,14,351,1,0
116,417,1,2024-01-08,1,9,215,979,9,354,1,0
117,422,1,2024-10-31,1,24,277,1245,24,362,1,0
118,422,1,2024-10-23,1,24,277,1245,24,363,1,0
119,423,1,2024-03-01,1,1,13,62,1,366,1,0
120,433,1,2026-05-25,1,13,237,1076,13,378,1,0
121,436,1,2024-08-08,1,1,100,456,1,382,1,0
122,436,1,2024-07-29,1,1,100,456,1,383,1,0
123,436,1,2024-07-17,1,1,100,456,1,384,1,0
124,437,1,2025-02-26,1,3,138,631,3,385,1,0
125,437,1,2025-02-21,1,3,138,631,3,386,1,0
126,441,1,2025-06-08,1,7,194,885,7,389,1,0
127,441,1,2025-04-21,1,7,194,885,7,390,1,0
128,442,1,2025-05-16,1,4,155,705,4,391,1,0
129,442,1,2025-02-17,1,4,155,705,4,392,1,0
130,445,1,2025-12-19,1,2,124,565,2,394,1,0
131,447,1,2024-04-11,1,1,36,165,1,395,1,0
132,447,1,2024-06-27,1,1,36,165,1,396,1,0
133,449,1,2026-03-27,1,1,12,57,1,398,1,0
134,453,1,2026-01-03,1,4,160,734,4,400,1,1
135,457,1,2026-01-03,1,28,287,1290,28,404,1,0
136,458,1,2025-12-17,1,1,26,120,1,405,1,0
137,471,1,2024-03-03,1,1,60,269,1,412,1,0
138,471,1,2024-01-18,1,1,60,269,1,413,1,0
139,493,1,2024-02-16,1,1,45,210,1,429,1,0
140,499,1,2024-11-08,1,1,62,280,1,433,1,0
141,501,1,2023-10-18,1,1,77,346,1,436,1,0
142,501,1,2023-12-04,1,1,77,346,1,437,1,0
143,508,1,2026-05-05,1,17,253,1145,17,439,1,0
144,516,1,2024-05-28,1,4,155,704,4,443,1,0
145,529,1,2026-04-02,1,29,291,1310,29,448,1,0
146,554,1,2026-05-01,1,5,177,812,5,471,1,0
147,559,1,2026-07-09,1,15,243,1101,15,479,1,0
148,560,1,2026-07-05,1,10,221,1005,10,480,1,0
149,563,1,2025-04-12,1,7,199,905,7,484,1,0
150,563,1,2025-04-05,1,7,199,905,7,485,1,0
151,565,1,2024-01-12,1,13,236,1074,13,486,1,0
152,565,1,2024-02-02,1,13,236,1074,13,487,1,0
153,569,1,2023-02-21,1,1,74,330,1,488,1,0
154,574,1,2024-10-10,1,15,245,1111,15,492,1,0
155,574,1,2025-01-24,1,15,245,1111,15,493,1,0
156,582,1,2023-08-18,1,1,55,250,1,504,1,0
157,587,1,2025-11-18,1,2,134,612,2,506,1,0
158,590,1,2025-08-19,1,15,244,1109,15,510,1,0
159,593,1,2026-04-11,1,1,71,319,1,514,1,0
160,595,1,2025-06-14,1,1,103,469,1,515,1,0
161,595,1,2025-09-21,1,1,103,469,1,516,1,0
162,611,1,2024-07-14,1,1,58,262,1,528,1,0
163,611,1,2024-01-21,1,1,58,262,1,529,1,0
164,611,1,2024-01-17,1,1,58,262,1,530,1,0
165,614,1,2025-05-01,1,2,125,570,2,533,1,0
166,614,1,2025-01-06,1,2,125,570,2,534,1,0
167,619,1,2026-07-13,1,27,286,1286,27,537,1,0
168,624,1,2024-08-21,1,1,100,454,1,542,1,0
169,628,1,2023-04-10,1,1,3,11,1,545,1,0
170,633,1,2023-04-01,1,5,178,815,5,549,1,0
171,633,1,2023-05-13,1,5,178,815,5,550,1,0
172,633,1,2023-04-01,1,5,178,815,5,551,1,0
173,634,1,2025-01-29,1,1,10,48,1,552,1,0
174,636,1,2023-11-22,1,19,261,1177,19,553,1,0
175,646,1,2026-02-27,1,1,60,270,1,561,1,0
176,676,1,2024-11-11,1,7,198,900,7,586,1,0
177,689,1,2025-10-20,1,12,232,1057,12,592,1,0
178,690,1,2026-04-11,1,10,216,983,10,593,1,0
179,694,1,2024-06-29,1,1,81,362,1,594,1,0
180,694,1,2024-06-28,1,1,81,362,1,595,1,0
181,710,1,2023-03-14,1,1,112,508,1,606,1,0
182,710,1,2023-03-14,1,1,112,508,1,607,1,0
183,711,1,2026-03-26,1,9,214,975,9,608,1,0
184,717,1,2023-10-15,1,1,20,93,1,617,1,0
185,718,1,2024-03-14,1,9,210,955,9,619,1,0
186,725,1,2025-09-03,1,1,19,90,1,624,1,0
187,726,1,2024-09-04,1,8,206,936,8,625,1,0
188,726,1,2024-09-22,1,8,206,936,8,626,1,0
189,730,1,2026-03-16,1,19,260,1174,19,631,1,0
190,730,1,2026-05-01,1,19,260,1174,19,632,1,0
191,731,1,2023-01-25,1,12,230,1045,12,633,1,0
192,731,1,2023-02-16,1,12,230,1045,12,634,1,0
193,733,1,2026-07-13,1,31,297,1338,31,635,1,0
194,735,1,2023-11-01,1,2,122,561,2,638,1,0
195,739,1,2024-01-27,1,3,151,689,3,640,1,0
196,747,1,2023-02-26,1,1,62,281,1,646,1,0
197,748,1,2025-01-14,1,4,162,745,4,647,1,0
198,755,1,2024-07-03,1,13,235,1069,13,650,1,0
199,768,1,2023-09-12,1,1,50,230,1,653,1,0
200,768,1,2023-09-29,1,1,50,230,1,654,1,0
201,770,1,2023-04-27,1,11,224,1016,11,657,1,0
202,772,1,2023-08-31,1,9,215,980,9,658,1,0
203,773,1,2026-07-11,1,5,181,827,5,659,1,0
204,775,1,2024-08-31,1,1,24,114,1,660,1,0
205,785,1,2023-12-21,1,4,159,727,4,671,1,0
206,786,1,2024-05-11,1,29,291,1312,29,672,1,0
207,791,1,2025-04-18,1,1,110,499,1,678,1,0
208,793,1,2023-12-10,1,11,224,1019,11,679,1,0
209,793,1,2023-12-04,1,11,224,1019,11,680,1,0
210,794,1,2023-10-06,1,1,94,428,1,681,1,0
211,794,1,2023-10-13,1,1,94,428,1,682,1,0
212,798,1,2024-11-27,1,29,291,1312,29,686,1,0
213,798,1,2025-01-07,1,29,291,1312,29,687,1,0
214,800,1,2024-02-28,1,1,67,299,1,689,1,0
215,800,1,2024-01-10,1,1,67,299,1,690,1,0
216,804,1,2023-10-16,1,1,7,32,1,695,1,0
217,804,1,2023-08-27,1,1,7,32,1,696,1,0
218,818,1,2023-12-18,1,10,219,997,10,706,1,0
219,820,1,2026-07-13,1,2,132,606,2,707,1,0
220,825,1,2026-02-22,1,28,287,1288,28,713,1,0
221,825,1,2025-11-17,1,28,287,1288,28,714,1,0
222,830,1,2026-03-22,1,14,241,1094,14,716,1,0
223,830,1,2026-04-24,1,14,241,1094,14,717,1,0
224,833,1,2024-03-13,1,9,213,970,9,718,1,0
225,835,1,2025-11-01,1,5,169,773,5,721,1,0
226,838,1,2026-03-10,1,1,50,226,1,724,1,0
227,845,1,2024-04-28,1,1,101,460,1,732,1,0
228,845,1,2024-04-26,1,1,101,460,1,733,1,0
229,845,1,2024-05-21,1,1,101,460,1,734,1,0
230,846,1,2025-01-11,1,6,183,836,6,735,1,0
231,846,1,2024-12-12,1,6,183,836,6,736,1,0
232,864,1,2023-12-21,1,8,206,937,8,750,1,0
233,867,1,2024-02-27,1,1,111,502,1,755,1,0
234,873,1,2023-11-28,1,1,35,160,1,761,1,0
235,874,1,2026-06-19,1,1,97,440,1,762,1,0
236,882,1,2026-06-20,1,21,268,1208,21,766,1,0
237,882,1,2026-06-08,1,21,268,1208,21,767,1,0
238,882,1,2026-07-13,1,21,268,1208,21,768,1,0
239,896,1,2023-08-16,1,1,33,148,1,777,1,0
240,897,1,2026-05-28,1,1,63,284,1,778,1,0
241,916,1,2025-06-18,1,9,210,955,9,790,1,0
242,918,1,2025-03-08,1,16,251,1136,16,793,1,0
243,929,1,2023-06-12,1,1,34,158,1,801,1,0
244,935,1,2026-05-24,1,1,60,270,1,802,1,0
245,938,1,2024-12-18,1,1,30,140,1,803,1,0
246,939,1,2025-09-21,1,3,145,663,3,804,1,0
247,939,1,2025-08-05,1,3,145,663,3,805,1,0
248,941,1,2025-01-29,1,1,119,544,1,807,1,0
249,942,1,2023-04-25,1,8,209,952,8,808,1,0
250,949,1,2026-07-13,1,1,1,5,1,815,1,0
251,949,1,2026-07-13,1,1,1,5,1,816,1,0
252,953,1,2024-12-16,1,4,163,747,4,820,1,0
253,954,1,2026-07-13,1,1,110,501,1,822,1,0
254,954,1,2026-07-13,1,1,110,501,1,823,1,0
255,956,1,2023-06-15,1,1,1,4,1,824,1,0
256,958,1,2023-07-27,1,4,164,753,4,825,1,0
257,961,1,2023-08-16,1,5,168,764,5,826,1,0
258,961,1,2023-07-16,1,5,168,764,5,827,1,0
259,996,1,2023-12-26,1,1,14,66,1,854,1,0
260,999,1,2026-02-04,1,8,209,951,8,856,1,0
261,1002,1,2023-02-05,1,1,110,500,1,862,1,0
262,1002,1,2023-02-20,1,1,110,500,1,863,1,0
263,1003,1,2024-12-31,1,1,42,198,1,864,1,1
264,1003,1,2024-12-30,1,1,42,198,1,865,1,0
265,1011,1,2026-07-13,1,1,75,337,1,875,1,0
266,1015,1,2023-07-26,1,1,105,479,1,879,1,0
267,1015,1,2023-10-22,1,1,105,479,1,880,1,0
268,1015,1,2023-09-18,1,1,105,479,1,881,1,0
269,1019,1,2026-03-25,1,16,249,1129,16,885,1,0
270,1036,1,2023-02-03,1,11,223,1012,11,898,1,0
271,1038,1,2024-03-26,1,1,6,29,1,899,1,0
272,1039,1,2026-01-16,1,1,46,211,1,900,1,0
273,1045,1,2026-07-13,1,5,179,819,5,901,1,0
274,1045,1,2026-07-13,1,5,179,819,5,902,1,0
275,1046,1,2023-03-08,1,29,290,1304,29,903,1,0
276,1046,1,2023-03-31,1,29,290,1304,29,904,1,0
277,1049,1,2023-05-23,1,15,244,1107,15,907,1,0
278,1050,1,2023-12-06,1,6,184,839,6,908,1,0
279,1050,1,2023-12-01,1,6,184,839,6,909,1,0
280,1050,1,2023-10-23,1,6,184,839,6,910,1,0
281,1051,1,2023-07-13,1,1,41,190,1,911,1,0
282,1060,1,2026-05-01,1,1,77,345,1,918,1,0
283,1060,1,2026-04-03,1,1,77,345,1,919,1,0
284,1064,1,2025-04-01,1,5,176,808,5,921,1,0
285,1064,1,2025-03-26,1,5,176,808,5,922,1,0
286,1064,1,2025-04-01,1,5,176,808,5,923,1,0
287,1068,1,2024-10-17,1,14,240,1088,14,925,1,0
288,1070,1,2024-04-01,1,1,68,307,1,926,1,0
289,1072,1,2024-12-15,1,2,128,587,2,928,1,0
290,1075,1,2023-12-06,1,7,198,900,7,929,1,0
291,1092,1,2025-05-12,1,1,112,507,1,936,1,0
292,1092,1,2025-07-22,1,1,112,507,1,937,1,0
293,1094,1,2026-06-06,1,1,52,237,1,938,1,0
294,1097,1,2026-07-13,1,1,42,196,1,940,1,0
295,1098,1,2024-04-10,1,1,10,48,1,941,1,0
296,1100,1,2026-05-29,1,8,208,947,8,943,1,0
297,1100,1,2026-05-27,1,8,208,947,8,944,1,0
298,1110,1,2026-04-28,1,28,287,1292,28,953,1,0
299,1113,1,2025-04-20,1,1,92,418,1,957,1,0
300,1116,1,2023-04-28,1,7,199,904,7,959,1,0
301,1117,1,2025-04-19,1,9,210,957,9,960,1,0
302,1117,1,2025-02-04,1,9,210,957,9,961,1,1
303,1118,1,2026-05-10,1,4,154,702,4,962,1,0
304,1118,1,2026-05-18,1,4,154,702,4,963,1,0
305,1119,1,2025-09-27,1,4,160,735,4,964,1,0
306,1120,1,2023-02-11,1,1,86,386,1,965,1,0
307,1122,1,2025-11-09,1,14,242,1098,14,966,1,0
308,1124,1,2025-09-29,1,15,243,1103,15,967,1,0
309,1126,1,2024-03-09,1,1,33,148,1,969,1,0
310,1126,1,2023-12-30,1,1,33,148,1,970,1,0
311,1128,1,2023-03-18,1,1,101,457,1,972,1,0
312,1130,1,2025-12-15,1,1,70,315,1,974,1,0
313,1132,1,2026-01-06,1,6,182,833,6,978,1,0
314,1139,1,2026-02-01,1,3,151,687,3,983,1,0
315,1139,1,2026-02-16,1,3,151,687,3,984,1,0
316,1142,1,2025-01-02,1,19,260,1175,19,989,1,0
317,1144,1,2024-05-03,1,29,292,1313,29,992,1,0
318,1144,1,2024-04-04,1,29,292,1313,29,993,1,0
319,1145,1,2023-12-19,1,20,265,1194,20,994,1,0
320,1145,1,2024-01-15,1,20,265,1194,20,995,1,0
321,1148,1,2026-07-08,1,1,113,517,1,996,1,0
322,1150,1,2024-11-14,1,1,119,546,1,997,1,0
323,1150,1,2024-11-06,1,1,119,546,1,998,1,0
324,1152,1,2025-06-06,1,2,132,606,2,1002,1,0
325,1153,1,2025-12-16,1,1,67,303,1,1004,1,0
326,1160,1,2026-05-14,1,31,298,1343,31,1011,1,0
327,1160,1,2026-03-05,1,31,298,1343,31,1012,1,0
328,1163,1,2023-06-07,1,15,245,1114,15,1015,1,0
329,1163,1,2023-02-05,1,15,245,1114,15,1016,1,0
330,1164,1,2024-08-24,1,1,100,453,1,1018,1,0
331,1167,1,2024-05-31,1,1,39,184,1,1021,1,0
332,1171,1,2023-02-15,1,3,140,641,3,1023,1,0
333,1171,1,2023-02-08,1,3,140,641,3,1024,1,0
334,1173,1,2025-11-04,1,14,242,1098,14,1028,1,0
335,1173,1,2025-10-03,1,14,242,1098,14,1029,1,0
336,1177,1,2023-05-04,1,19,260,1173,19,1030,1,0
337,1177,1,2023-04-19,1,19,260,1173,19,1031,1,0
338,1187,1,2023-06-09,1,1,55,251,1,1035,1,0
339,1192,1,2026-07-13,1,1,100,452,1,1041,1,0
340,1196,1,2025-10-22,1,1,86,389,1,1044,1,0
341,1197,1,2026-02-08,1,14,242,1100,14,1045,1,0
342,1201,1,2025-03-22,1,4,160,732,4,1046,1,0
343,1202,1,2024-09-05,1,28,287,1292,28,1047,1,0
344,1205,1,2024-03-18,1,2,125,573,2,1051,1,0
345,1206,1,2026-07-13,1,3,140,639,3,1053,1,0
346,1207,1,2023-08-31,1,4,164,751,4,1054,1,0
347,1208,1,2026-07-07,1,7,198,900,7,1055,1,0
348,1208,1,2026-07-13,1,7,198,900,7,1056,1,0
349,1214,1,2026-05-31,1,12,229,1041,12,1063,1,0
350,1217,1,2025-03-06,1,13,236,1071,13,1068,1,0
351,1217,1,2024-11-12,1,13,236,1071,13,1069,1,0
352,1217,1,2024-11-07,1,13,236,1071,13,1070,1,0
353,1218,1,2025-07-07,1,1,70,313,1,1071,1,0
354,1218,1,2025-06-30,1,1,70,313,1,1072,1,0
355,1223,1,2024-07-28,1,1,51,232,1,1073,1,0
356,1223,1,2024-07-23,1,1,51,232,1,1074,1,0
357,1223,1,2024-07-11,1,1,51,232,1,1075,1,0
358,1226,1,2023-04-13,1,11,223,1013,11,1076,1,0
359,1229,1,2026-07-13,1,1,51,235,1,1080,1,0
360,1229,1,2026-07-13,1,1,51,235,1,1081,1,0
361,1230,1,2024-04-08,1,1,82,368,1,1082,1,0
362,1230,1,2024-03-16,1,1,82,368,1,1083,1,0
363,1239,1,2024-12-25,1,1,52,238,1,1090,1,0
364,1243,1,2024-01-08,1,1,92,415,1,1094,1,0
365,1243,1,2024-01-05,1,1,92,415,1,1095,1,0
366,1243,1,2024-01-06,1,1,92,415,1,1096,1,0
367,1251,1,2024-09-30,1,19,262,1182,19,1103,1,0
368,1253,1,2026-05-25,1,1,112,507,1,1104,1,0
369,1258,1,2025-09-02,1,1,11,50,1,1111,1,0
370,1264,1,2026-06-26,1,30,295,1332,30,1117,1,0
371,1266,1,2024-05-14,1,1,82,369,1,1119,1,0
372,1268,1,2023-06-02,1,22,270,1218,22,1121,1,0
373,1268,1,2023-06-04,1,22,270,1218,22,1122,1,0
374,1270,1,2024-07-07,1,1,62,282,1,1126,1,0
375,1272,1,2024-07-27,1,1,114,522,1,1127,1,0
376,1272,1,2024-05-14,1,1,114,522,1,1128,1,0
377,1277,1,2026-06-08,1,1,8,37,1,1130,1,0
378,1277,1,2026-05-31,1,1,8,37,1,1131,1,0
379,1277,1,2026-06-08,1,1,8,37,1,1132,1,0
380,1278,1,2024-09-29,1,7,191,869,7,1133,1,0
381,1281,1,2025-10-30,1,11,226,1026,11,1136,1,0
382,1282,1,2024-04-26,1,1,106,486,1,1137,1,0
383,1292,1,2023-08-12,1,9,213,969,9,1145,1,0
384,1295,1,2024-11-19,1,1,101,462,1,1149,1,0
385,1301,1,2025-03-03,1,1,56,252,1,1153,1,0
386,1301,1,2025-02-21,1,1,56,252,1,1154,1,0
387,1312,1,2024-04-06,1,10,217,987,10,1163,1,0
388,1312,1,2024-06-04,1,10,217,987,10,1164,1,0
389,1312,1,2024-06-10,1,10,217,987,10,1165,1,0
390,1315,1,2024-01-21,1,8,206,933,8,1168,1,0
391,1318,1,2025-11-16,1,1,53,242,1,1172,1,0
392,1319,1,2024-01-31,1,16,251,1136,16,1173,1,0
393,1319,1,2024-01-23,1,16,251,1136,16,1174,1,0
394,1320,1,2025-02-08,1,1,112,512,1,1175,1,0
395,1320,1,2025-04-05,1,1,112,512,1,1176,1,0
396,1320,1,2024-12-13,1,1,112,512,1,1177,1,0
397,1323,1,2025-02-05,1,12,231,1048,12,1179,1,0
398,1323,1,2025-01-05,1,12,231,1048,12,1180,1,0
399,1323,1,2025-01-11,1,12,231,1048,12,1181,1,0
400,1330,1,2025-01-15,1,12,229,1041,12,1183,1,0
401,1330,1,2025-02-26,1,12,229,1041,12,1184,1,0
402,1331,1,2024-12-28,1,5,179,821,5,1185,1,0
403,1331,1,2025-01-21,1,5,179,821,5,1186,1,0
404,1334,1,2023-03-07,1,4,160,733,4,1189,1,0
405,1334,1,2023-07-07,1,4,160,733,4,1190,1,0
406,1334,1,2023-06-12,1,4,160,733,4,1191,1,0
407,1337,1,2023-07-24,1,1,59,266,1,1192,1,0
408,1340,1,2025-10-26,1,18,257,1160,18,1196,1,0
409,1342,1,2026-05-19,1,1,68,308,1,1200,1,0
410,1342,1,2026-07-13,1,1,68,308,1,1201,1,0
411,1344,1,2025-12-08,1,1,70,315,1,1202,1,0
412,1348,1,2026-03-06,1,1,52,237,1,1205,1,0
413,1351,1,2024-11-28,1,2,135,618,2,1208,1,0
414,1351,1,2024-09-30,1,2,135,618,2,1209,1,0
415,1354,1,2023-04-10,1,1,104,476,1,1212,1,0
416,1354,1,2023-04-23,1,1,104,476,1,1213,1,0
417,1355,1,2025-04-13,1,1,71,318,1,1214,1,0
418,1359,1,2026-02-04,1,9,211,959,9,1218,1,0
419,1360,1,2023-08-06,1,7,191,867,7,1219,1,0
420,1360,1,2023-08-13,1,7,191,867,7,1220,1,0
421,1363,1,2025-02-02,1,28,288,1295,28,1222,1,0
422,1366,1,2025-03-29,1,6,184,843,6,1224,1,0
423,1366,1,2024-12-28,1,6,184,843,6,1225,1,0
424,1368,1,2023-04-23,1,30,293,1323,30,1230,1,0
425,1372,1,2024-01-01,1,22,271,1221,22,1233,1,0
426,1373,1,2023-12-17,1,1,54,247,1,1234,1,0
427,1373,1,2023-09-27,1,1,54,247,1,1235,1,0
428,1377,1,2025-12-08,1,1,5,24,1,1237,1,0
429,1390,1,2024-03-01,1,11,222,1009,11,1242,1,0
430,1402,1,2025-04-23,1,10,221,1006,10,1250,1,0
431,1402,1,2025-04-28,1,10,221,1006,10,1251,1,0
432,1402,1,2025-04-22,1,10,221,1006,10,1252,1,0
433,1404,1,2026-03-25,1,1,79,356,1,1253,1,0
434,1413,1,2023-12-18,1,1,46,212,1,1258,1,0
435,1413,1,2023-11-27,1,1,46,212,1,1259,1,0
436,1419,1,2023-06-12,1,8,204,924,8,1266,1,0
437,1428,1,2026-02-11,1,15,246,1118,15,1274,1,0
438,1429,1,2025-12-09,1,28,288,1296,28,1275,1,0
439,1429,1,2025-12-18,1,28,288,1296,28,1276,1,0
440,1432,1,2025-10-29,1,1,3,11,1,1278,1,0
441,1432,1,2025-12-02,1,1,3,11,1,1279,1,0
442,1435,1,2026-07-13,1,20,263,1186,20,1281,1,0
443,1436,1,2023-07-24,1,2,127,585,2,1282,1,0
444,1438,1,2025-09-24,1,1,84,373,1,1283,1,0
445,1442,1,2025-07-01,1,1,103,471,1,1287,1,0
446,1442,1,2025-02-24,1,1,103,471,1,1288,1,0
447,1443,1,2024-02-19,1,5,173,789,5,1289,1,0
448,1449,1,2026-04-16,1,1,25,115,1,1292,1,0
449,1449,1,2026-07-05,1,1,25,115,1,1293,1,0
450,1449,1,2026-07-13,1,1,25,115,1,1294,1,0
451,1453,1,2023-11-27,1,1,28,130,1,1297,1,0
452,1454,1,2026-07-13,1,2,135,619,2,1299,1,0
453,1455,1,2025-08-11,1,1,83,370,1,1300,1,0
454,1456,1,2025-02-12,1,1,27,123,1,1301,1,0
455,1456,1,2025-03-06,1,1,27,123,1,1302,1,0
456,1456,1,2025-03-30,1,1,27,123,1,1303,1,0
457,1460,1,2024-06-05,1,13,236,1075,13,1304,1,0
458,1466,1,2024-11-10,1,16,249,1131,16,1309,1,0
459,1467,1,2026-06-05,1,1,45,208,1,1310,1,0
