UnitID,UnitName,TypeID,ParentUnit,NationalityID,StateID,DistrictID,Active,StationCategoryID,Latitude,Longitude
156,Dakshina Cross Road PS,1,,1,1,4,True,3,12.676029,75.493111
157,Dakshina Halli PS,1,,1,1,4,True,5,12.706639,75.228307
158,Dakshina Old Town PS,1,,1,1,4,True,4,12.728955,75.117064
159,Dakshina Industrial Area PS,1,,1,1,4,True,1,12.50106,75.342302
160,Dakshina South PS,1,,1,1,4,True,2,12.725128,75.42331
161,Dakshina Halli PS,1,,1,1,4,True,2,12.818583,74.932769
162,Dakshina Rural PS,1,,1,1,4,True,2,12.760626,75.141906
163,Dakshina Market PS,1,,1,1,4,True,2,12.66685,75.21509
164,Dakshina North PS,1,,1,1,4,True,1,12.676413,75.273617
165,Dakshina Cross PS,1,,1,1,4,True,1,12.54994,75.42482
166,Dakshina Layout PS,1,,1,1,4,True,2,12.862501,74.963469
167,Dakshina Cross Road PS,1,,1,1,4,True,2,12.505484,75.403082
168,Belagavi City PS,1,,1,1,5,True,7,15.427849,74.536184
169,Belagavi South PS,1,,1,1,5,True,2,16.538475,74.94736
170,Belagavi Layout PS,1,,1,1,5,True,2,16.372058,74.520896
171,Belagavi Cross Road PS,1,,1,1,5,True,2,15.856497,74.57599
172,Belagavi North PS,1,,1,1,5,True,4,16.073408,75.342891
173,Belagavi South PS,1,,1,1,5,True,2,15.987279,74.753373
174,Belagavi City PS,1,,1,1,5,True,2,16.478817,74.323407
175,Belagavi Rural PS,1,,1,1,5,True,2,16.307729,74.624128
176,Belagavi Halli PS,1,,1,1,5,True,2,15.986262,75.189554
177,Belagavi Industrial Area PS,1,,1,1,5,True,2,16.545073,74.91496
178,Belagavi Bazaar PS,1,,1,1,5,True,2,16.115876,74.971514
179,Belagavi Old Town PS,1,,1,1,5,True,2,16.144236,74.925115
180,Belagavi City PS,1,,1,1,5,True,2,16.190808,74.994422
181,Belagavi Gate PS,1,,1,1,5,True,5,16.148646,74.856674
182,Kalaburagi City PS,1,,1,1,6,True,1,16.975834,76.856906
183,Kalaburagi Old Town PS,1,,1,1,6,True,4,16.637699,76.658336
184,Kalaburagi Rural PS,1,,1,1,6,True,7,17.138851,77.265319
185,Kalaburagi Gate PS,1,,1,1,6,True,1,17.163963,77.28846
186,Kalaburagi Peth PS,1,,1,1,6,True,2,16.825724,76.427462
187,Kalaburagi Peth PS,1,,1,1,6,True,5,17.188559,77.242054
188,Kalaburagi Rural PS,1,,1,1,6,True,2,16.796749,76.498885
189,Kalaburagi Cross Road PS,1,,1,1,6,True,1,17.525873,77.555614
190,Kalaburagi Halli PS,1,,1,1,6,True,1,16.573738,76.620553
191,Hubballi-Dharwad City PS,1,,1,1,7,True,3,15.460531,75.182658
192,Hubballi-Dharwad Layout PS,1,,1,1,7,True,7,15.419533,75.264982
193,Hubballi-Dharwad Layout PS,1,,1,1,7,True,1,15.584133,75.03344
194,Hubballi-Dharwad Industrial Area PS,1,,1,1,7,True,4,15.530412,74.988673
195,Hubballi-Dharwad Peth PS,1,,1,1,7,True,1,15.182471,74.949208
196,Hubballi-Dharwad Cross PS,1,,1,1,7,True,5,15.410618,75.30414
197,Hubballi-Dharwad Layout PS,1,,1,1,7,True,3,15.553232,75.053864
198,Hubballi-Dharwad South PS,1,,1,1,7,True,3,15.281107,75.047807
199,Hubballi-Dharwad East PS,1,,1,1,7,True,3,15.496312,75.074495
200,Hubballi-Dharwad Colony PS,1,,1,1,7,True,3,15.357599,75.063082
201,Hubballi-Dharwad West PS,1,,1,1,7,True,3,15.387212,75.204755
202,Ballari City PS,1,,1,1,8,True,1,15.067499,76.867491
203,Ballari Nagar PS,1,,1,1,8,True,2,15.598413,76.857769
204,Ballari Colony PS,1,,1,1,8,True,7,15.016031,76.316333
205,Ballari Nagar PS,1,,1,1,8,True,2,15.003888,76.348517
206,Ballari North PS,1,,1,1,8,True,2,15.229836,76.434666
207,Ballari Cross Road PS,1,,1,1,8,True,4,14.886853,76.353411
208,Ballari Old Town PS,1,,1,1,8,True,5,15.188544,76.527589
209,Ballari Nagar PS,1,,1,1,8,True,1,15.218072,76.455177
210,Vijayapura City PS,1,,1,1,9,True,2,17.252312,75.925426
211,Vijayapura Layout PS,1,,1,1,9,True,4,16.65039,75.782983
212,Vijayapura Industrial Area PS,1,,1,1,9,True,5,16.290344,76.253772
213,Vijayapura Circle PS,1,,1,1,9,True,1,16.948023,75.786802
214,Vijayapura Layout PS,1,,1,1,9,True,2,16.935956,75.754484
215,Vijayapura Rural PS,1,,1,1,9,True,2,16.851683,76.019662
216,Shivamogga City PS,1,,1,1,10,True,1,14.223691,75.308536
217,Shivamogga Nagar PS,1,,1,1,10,True,1,13.741116,75.235846
218,Shivamogga North PS,1,,1,1,10,True,1,14.162167,75.33428
219,Shivamogga Layout PS,1,,1,1,10,True,5,14.058065,74.661004
220,Shivamogga Camp PS,1,,1,1,10,True,2,14.135513,75.365029
221,Shivamogga Old Town PS,1,,1,1,10,True,4,14.237336,75.184059
222,Tumakuru City PS,1,,1,1,11,True,2,13.674801,77.414735
223,Tumakuru Layout PS,1,,1,1,11,True,1,13.174497,77.107127
224,Tumakuru City PS,1,,1,1,11,True,1,13.714949,76.75238
225,Tumakuru East PS,1,,1,1,11,True,5,13.141135,77.00649
226,Tumakuru Colony PS,1,,1,1,11,True,4,13.157143,76.985221
227,Tumakuru Halli PS,1,,1,1,11,True,1,14.114806,77.245075
228,Davanagere City PS,1,,1,1,12,True,7,14.679058,76.323458
229,Davanagere Colony PS,1,,1,1,12,True,1,14.662661,75.870304
230,Davanagere East PS,1,,1,1,12,True,4,14.483202,75.90342
231,Davanagere New Town PS,1,,1,1,12,True,2,14.189635,75.719564
232,Davanagere Industrial Area PS,1,,1,1,12,True,5,14.574808,76.271817
233,Udupi City PS,1,,1,1,13,True,1,13.880448,74.820143
234,Udupi Cross Road PS,1,,1,1,13,True,4,13.856293,74.80097
235,Udupi Halli PS,1,,1,1,13,True,5,13.69047,74.880845
236,Udupi West PS,1,,1,1,13,True,2,13.742473,74.846286
237,Udupi Peth PS,1,,1,1,13,True,1,13.578901,75.038779
238,Hassan City PS,1,,1,1,14,True,2,12.98516,75.6315
239,Hassan Old Town PS,1,,1,1,14,True,2,13.044876,76.37004
240,Hassan Peth PS,1,,1,1,14,True,4,12.931506,76.580691
241,Hassan North PS,1,,1,1,14,True,2,13.318918,76.036558
242,Hassan City PS,1,,1,1,14,True,5,12.620282,76.070943
243,Mandya City PS,1,,1,1,15,True,2,12.494984,76.930944
244,Mandya East PS,1,,1,1,15,True,2,12.651219,76.446644
245,Mandya Camp PS,1,,1,1,15,True,5,12.406478,77.146926
246,Mandya Town PS,1,,1,1,15,True,4,12.717557,76.447009
247,Mandya Circle PS,1,,1,1,15,True,2,12.498073,76.836702
248,Chitradurga City PS,1,,1,1,16,True,4,13.775692,76.172547
249,Chitradurga New Town PS,1,,1,1,16,True,2,13.947786,76.096836
250,Chitradurga Layout PS,1,,1,1,16,True,5,13.709203,76.302633
251,Chitradurga Peth PS,1,,1,1,16,True,2,13.700742,76.531541
252,Kolar City PS,1,,1,1,17,True,2,13.533608,77.751298
253,Kolar Nagar PS,1,,1,1,17,True,1,12.87539,77.902722
254,Kolar Halli PS,1,,1,1,17,True,4,13.194925,78.018961
255,Kolar Halli PS,1,,1,1,17,True,5,13.427872,78.204428
256,Raichur City PS,1,,1,1,18,True,1,15.721542,76.740823
257,Raichur Halli PS,1,,1,1,18,True,2,16.162985,77.198541
258,Raichur Halli PS,1,,1,1,18,True,5,16.018177,76.408047
259,Raichur North PS,1,,1,1,18,True,4,16.493249,77.059187
260,Bidar City PS,1,,1,1,19,True,5,17.761686,77.315255
261,Bidar Peth PS,1,,1,1,19,True,2,17.813175,77.054793
262,Bidar North PS,1,,1,1,19,True,4,17.789418,77.0149
263,Koppal City PS,1,,1,1,20,True,2,15.747646,76.355525
264,Koppal Cross Road PS,1,,1,1,20,True,5,15.73617,76.2935
265,Koppal New Town PS,1,,1,1,20,True,4,15.889127,76.279915
266,Haveri City PS,1,,1,1,21,True,5,14.727813,75.659603
267,Haveri North PS,1,,1,1,21,True,2,14.78655,75.598425
268,Haveri North PS,1,,1,1,21,True,4,14.710452,75.510822
269,Gadag City PS,1,,1,1,22,True,4,15.754412,75.363658
270,Gadag South PS,1,,1,1,22,True,1,15.127533,75.497622
271,Gadag North PS,1,,1,1,22,True,5,15.47863,75.715514
272,Chikkamagaluru City PS,1,,1,1,23,True,2,13.321341,75.729951
273,Chikkamagaluru Bazaar PS,1,,1,1,23,True,4,13.542606,75.3482
274,Chikkamagaluru Town PS,1,,1,1,23,True,5,13.492474,76.044968
275,Chamarajanagar City PS,1,,1,1,24,True,4,12.020186,77.162132
276,Chamarajanagar Cross Road PS,1,,1,1,24,True,2,12.098883,77.236598
277,Chamarajanagar City PS,1,,1,1,24,True,5,12.198342,77.342561
278,Kodagu City PS,1,,1,1,25,True,5,12.257727,75.788682
279,Kodagu Colony PS,1,,1,1,25,True,4,12.332017,75.781685
280,Kodagu Industrial Area PS,1,,1,1,25,True,2,12.65549,75.810924
281,Bagalkote City PS,1,,1,1,26,True,2,16.158595,75.580628
282,Bagalkote Bazaar PS,1,,1,1,26,True,5,16.161047,75.525334
283,Bagalkote Halli PS,1,,1,1,26,True,4,16.580822,75.246907
284,Yadgir City PS,1,,1,1,27,True,4,16.58923,77.396843
285,Yadgir Camp PS,1,,1,1,27,True,5,17.002412,76.644176
286,Yadgir Bazaar PS,1,,1,1,27,True,1,16.645209,77.36832
287,Chikkaballapura City PS,1,,1,1,28,True,2,13.385126,78.231757
288,Chikkaballapura Halli PS,1,,1,1,28,True,5,13.224215,78.061281
289,Chikkaballapura East PS,1,,1,1,28,True,4,13.209678,78.033081
290,Ramanagara City PS,1,,1,1,29,True,4,13.153133,77.776787
291,Ramanagara West PS,1,,1,1,29,True,5,13.203027,77.614352
292,Ramanagara West PS,1,,1,1,29,True,1,13.351321,77.348622
293,Uttara City PS,1,,1,1,30,True,2,15.174088,74.658187
294,Uttara Circle PS,1,,1,1,30,True,5,14.165441,74.729725
295,Uttara Circle PS,1,,1,1,30,True,4,14.810111,74.839643
296,Dharwad City PS,1,,1,1,31,True,2,15.23115,75.377885
297,Dharwad Colony PS,1,,1,1,31,True,4,15.629962,75.482447
298,Dharwad Cross Road PS,1,,1,1,31,True,5,15.216322,75.4063
